"jj","log_p","median","q025","q975","psi_M_best_median"
1,-3.77664139023944,11.9740437961883,11.6884486412132,12.2548658400385,15.7506851864277
2,-15.2755439928461,9.4345242759263,9.1484378992782,9.72238533205377,24.7100682687724
3,-5.89360602743894,-2.30183502314561,-2.51581615964,-2.10526201780997,3.59177100429333
4,-10.2715976869006,9.03876011767225,8.73464111169675,9.34514141521404,19.3103578045729
5,-8.84824680101356,12.0270002301493,11.6351480255407,12.4310178927164,20.8752470311628
6,-6.8273793878403,5.27202349715965,5.03367816831311,5.49884996663376,12.0994028849999
7,-4.11403588858758,10.8200030262213,10.4907916101058,11.1713027686913,14.9340389148089
8,-8.65814101487162,4.04198147175088,3.79916692506162,4.2963961797402,12.7001224866225
9,-6.97650681123303,12.2483183044331,11.9437532687354,12.5664170879364,19.2248251156661
10,-7.12334597698431,10.214967992013,9.91175829866462,10.5225477305647,17.3383139689973
11,-10.7375825565515,11.177665403992,10.9134239974559,11.4563032888322,21.9152479605434
12,-11.9797071268418,9.03412971477368,8.75614732766257,9.32048696119701,21.0138368416155
13,-15.968691173406,5.91967631953983,5.58595726517345,6.27805603410142,21.8883674929459
14,-10.8997869711858,-0.269102357749511,-0.515310200662387,-0.0108436013400547,10.6306846134363
15,-7.25297504585784,9.43522898736806,9.16376949248157,9.70072759365749,16.6882040332259
16,-8.82113190221659,7.44831395637554,7.19265993537486,7.70578441298589,16.2694458585921
17,-5.73273940564624,2.35860278481343,2.12426786891234,2.59770031734969,8.09134219045967
18,-7.66592959270199,2.70077713623369,2.47378585127174,2.91222116271179,10.3667067289357
19,-8.4473731932068,5.86297920272653,5.65779406194199,6.08731127414973,14.3103523959333
20,-10.8447271940028,8.24713678990768,7.97568159975862,8.52431112668,19.0918639839105
21,-10.0076858337828,1.50653005529779,1.27003128326228,1.71624113333595,11.5142158890806
22,-8.04715554127249,7.72332763820188,7.36344647190275,8.11390600815083,15.7704831794744
23,-8.45826061702804,9.00580622761432,8.73363057244108,9.28891786751968,17.4640668446424
24,-9.06193639475749,4.04709563470866,3.81811176291002,4.29326910865088,13.1090320294662
25,-8.8047444890635,3.49667836985258,3.27908410676171,3.70489183405835,12.3014228589161
26,-7.5707320699135,6.55116907734452,6.29336869632982,6.82348117407657,14.121901147258
27,-8.22109433471316,4.60330967851409,4.38746346714255,4.83341344979256,12.8244040132272
28,-6.93080123842855,5.996056482095,5.76073310203038,6.23557144277473,12.9268577205235
29,-8.55592715597948,6.13029764363873,5.9069500220539,6.35576181131779,14.6862247996182
30,-8.13271659168448,7.37823847065995,7.12935092584227,7.6360280892069,15.5109550623444
31,-9.04900732355863,6.42625887451491,6.18168998660084,6.67612538491509,15.4752661980735
32,-7.45430190932254,8.0993918129119,7.82857184202762,8.37160601668372,15.5536937222344
33,-8.0954741185433,4.44843734314668,4.20245085657582,4.69171968749881,12.54391146169
34,-4.90194344204524,6.38870532226939,6.13356951726613,6.63164805294986,11.2906487643146
35,-8.0544388946636,6.46176321777112,6.20441217456662,6.72190233073725,14.5162021124347
36,-9.40342620337068,7.76077823966102,7.46409987844968,8.05167002455086,17.1642044430317
37,-7.66816256720631,5.26275368198119,5.04057525038994,5.47646617855528,12.9309162491875
38,-8.8008819890896,4.90323639560948,4.64267736581288,5.14684422346228,13.7041183846991
39,-15.968691173406,1.59350953874304,1.34764861784038,1.81938621785163,17.5622007121491
40,-15.968691173406,7.37495046845237,7.0388414819861,7.72818763996063,23.3436416418584
41,-15.968691173406,6.03582956957371,5.7661482620121,6.30559576392339,22.0045207429798
42,-9.87738129132835,8.07713381114254,7.75435664756761,8.42886243773934,17.9545151024709
43,-8.9264050014663,4.02076936312101,3.76226884795127,4.27757314187308,12.9471743645873
44,-11.2958623389441,5.24249125905444,5.02406433250407,5.46886118743206,16.5383535979986
45,-9.4020187436028,8.96748994021502,8.56428207290549,9.41512889492933,18.3695086838178
46,-7.94776345442447,4.90859221066605,4.6854948000803,5.12255662769296,12.8563556650905
47,-10.2549583678967,9.27232955203467,8.98146253167711,9.56208572167024,19.5272879199313
48,-8.19551749292351,11.3436128457721,11.0559384929666,11.6434592548724,19.5391303386956
49,-9.3093972537224,5.93183424570654,5.67610820730717,6.18114069849077,15.2412314994289
50,-7.44949997932713,11.8593974034973,11.5335893787697,12.2134665043023,19.3088973828244
51,-8.36979071653463,5.00604503837936,4.81437744757509,5.22013191876869,13.375835754914
52,-4.47724474011294,5.88968993430839,5.67048041170104,6.12187182811405,10.3669346744213
53,-6.10952130152104,6.5957901456885,6.38672576325219,6.81133845226715,12.7053114472095
54,-11.5866645387322,5.41099039442081,5.19697119358647,5.63477108381592,16.997654933153
55,-8.29966288481636,5.92312564681205,5.66140863055039,6.18761746673031,14.2227885316284
56,-10.2256879855966,6.3782395292786,6.14520050835322,6.61692325277315,16.6039275148752
57,-7.764566240832,9.02460735548677,8.71271727310653,9.32811029461508,16.7891735963188
58,-9.2928679517712,5.79854030127488,5.51943627949033,6.08775555600155,15.0914082530461
59,-6.28000704790912,6.89664182132864,6.63608609390885,7.17387208940443,13.1766488692378
60,-8.68455636721084,5.53439329369312,5.30871339077663,5.76797419796025,14.218949660904
61,-7.27001010594443,3.84932891823324,3.59509147640178,4.09230171907522,11.1193390241777
62,-8.38138066738343,6.96945947500454,6.70826188063057,7.2512369747664,15.350840142388
63,-9.60050398705555,4.61280659250489,4.39003829069955,4.83678988379773,14.2133105795604
64,-5.43294828532734,2.44008456838137,2.1336411477927,2.76912164565296,7.87303285370872
65,-6.81143517252232,9.36471457758128,9.12331673504338,9.61816158062788,16.1761497501036
66,-10.3022644852936,7.20463770200465,6.96592145136036,7.44645179916004,17.5069021872983
67,-15.968691173406,5.25860974530603,4.97868808166289,5.53492189177523,21.2273009187121
68,-15.968691173406,0.185048466129127,-0.0940172976404916,0.463210126519185,16.1537396395352
69,-10.0909553916264,11.3030682300189,11.0232413854355,11.5784327923156,21.3940236216453
70,-7.77142780199171,10.222673206063,9.9234729997975,10.5286879753613,17.9941010080547
71,-7.59306154631159,2.76560768580358,2.5491216281935,2.98001072818156,10.3586692321152
72,-6.01565184204067,6.66302519543487,6.41228085243516,6.92524631677836,12.6786770374755
73,-7.93114798828735,-2.21353699085508,-2.43026830875974,-2.00518663723432,5.71761099743227
74,-7.00681216072836,6.76092195988971,6.46720104388041,7.06747856864323,13.7677341206181
75,-9.10593326035464,5.99963098792131,5.74899489913156,6.25879295562642,15.105564248276
76,-7.83041853487586,11.614359992999,11.3054994840602,11.9106064976829,19.4447785278749
77,-9.43199957581474,4.0934901688766,3.89292738360434,4.32252645071817,13.5254897446913
78,-6.03234928399897,9.85728907257169,9.60981317421532,10.1113399590187,15.8896383565707
79,-8.03740641188015,4.12720630724198,3.90872355430972,4.32678640502138,12.1646127191221
80,-15.968691173406,11.243341436048,10.9185615889696,11.5647660969243,27.212032609454
81,-7.39285178655707,6.6506858496004,6.39484927484784,6.90867422494997,14.0435376361575
82,-4.38330552170655,7.86225003545956,7.59921899195874,8.13284834781319,12.2455555571661
83,-11.0058465431461,6.2373376675814,6.01258260065149,6.46900987078974,17.2431842107275
84,-8.49732808521895,7.07210726842755,6.83726425928805,7.31140768686874,15.5694353536465
85,-8.59594480700171,11.8113651327803,11.5071947648217,12.1043388167351,20.407309939782
86,-7.63927438946672,7.41265068609029,7.11284602013705,7.70635460319911,15.051925075557
87,-8.2702083855251,6.9524642886268,6.71125484805198,7.20969130674143,15.2226726741519
88,-15.968691173406,12.9079378799698,12.5126867066772,13.3259575262464,28.8766290533759
89,-15.968691173406,10.7351934672914,10.3843797149884,11.111370613331,26.7038846406974
90,-5.64899641622985,12.0637020985289,11.7767966986302,12.3541865557026,17.7126985147588
91,-9.29412978159162,11.704514227048,11.4442010076367,11.9844921823317,20.9986440086396
92,-11.1324092664546,5.09030999401502,4.84839061903505,5.35070067581185,16.2227192604696
93,-6.29059970723742,5.29263630142906,5.01999628414084,5.5653354656336,11.5832360086665
94,-7.81275483543365,3.8553885908859,3.59165722992067,4.13508186644132,11.6681434263195
95,-10.4756297300655,5.14536608135579,4.90890558869727,5.38014004198889,15.6209958114213
96,-15.968691173406,6.00634276000279,5.71793738767558,6.31083487520171,21.9750339334088
97,-5.99698438189277,7.93328504453828,7.64408017853393,8.22836829266507,13.930269426431
98,-8.72374962706904,6.52773725436235,6.28301520229082,6.79042631881003,15.2514868814314
99,-8.9458230873234,7.56506383351773,7.27791196824724,7.85866314503783,16.5108869208411
100,-9.09139510190862,9.75269982085849,9.47852546590811,10.0235391153003,18.8440949227671
101,-15.968691173406,5.50585967225757,5.22756826097019,5.77705048739322,21.4745508456636
102,-7.64970504801398,6.67675209463723,6.42067054753748,6.94829162220515,14.3264571426512
103,-15.968691173406,8.85944641717101,8.61759173701818,9.11274028740433,24.828137590577
104,-4.94209386060142,8.79632782724859,8.51028721474012,9.08769082253264,13.73842168785
105,-10.0660578400047,0.664184821864882,0.455055962928881,0.867825562761592,10.7302426618696
106,-7.83774887117417,5.5200998915894,5.30144627592458,5.74192121477771,13.3578487627636
107,-5.48315561282869,7.4776837498322,7.15414037444322,7.80077384316565,12.9608393626609
108,-5.66097260727656,9.30216111374048,8.98292237120181,9.6110362694201,14.963133721017
109,-15.968691173406,10.1945315616099,9.91112176023162,10.4939327926555,26.163222735016
110,-15.968691173406,2.26502792755468,2.05736364131795,2.47732723091943,18.2337191009607
111,-9.82880662117979,7.89756728781025,7.66730818448616,8.13884465961478,17.72637390899
112,-9.15744679480475,10.0086327332004,9.74113206500659,10.2876762049403,19.1660795280051
113,-8.71027902281074,5.14264956295886,4.91707570733365,5.36402735152234,13.8529285857696
114,-12.5029552706063,4.76639628666521,4.54907837914689,4.99562447141306,17.2693515572715
115,-7.2495372099435,7.06878012434656,6.77985073550338,7.33517303580938,14.3183173342901
116,-9.81171218782049,5.12416609503993,4.8633254730226,5.38838881833107,14.9358782828604
117,-10.3592193782211,4.0266051650542,3.81415543277602,4.23836039645478,14.3858245432753
118,-9.21059666897831,5.80737121776331,5.56091911276965,6.07215824149701,15.0179678867416
119,-8.68387026083744,5.01002499779484,4.79707054548187,5.21215468233997,13.6938952586323
120,-10.2649086987498,7.0913239029302,6.8021572174778,7.39167576347963,17.35623260168
121,-15.968691173406,1.30083178754832,1.03856794631571,1.57478917258648,17.2695229609544
122,-9.10907626975184,5.20075838128762,4.94732124571224,5.46985831241617,14.3098346510395
123,-10.3374793915847,5.91932121263874,5.6808775911684,6.18152933142133,16.2568006042234
124,-9.30811602356636,6.84736882740618,6.55190815449347,7.11599903869076,16.1554848509725
125,-9.13997910176436,2.84349653653448,2.56312589775447,3.1179551595611,11.9834756382988
126,-9.03040668938908,5.90945339239602,5.65976611960284,6.16100576734285,14.9398600817851
127,-7.42349378558021,6.33321564507329,6.06757076432295,6.60776075531182,13.7567094306535
128,-10.1426910660256,5.46072960944439,5.20379304884205,5.74690431045804,15.60342067547
129,-5.46496700150332,4.99627140386106,4.76010682513215,5.23600797323014,10.4612384053644
130,-8.74102867467739,5.81216671582684,5.54572368741616,6.10597930138229,14.5531953905042
131,-9.87512140336091,8.74709407860204,8.47589143520392,9.01247027384733,18.622215481963
132,-6.8715194995355,6.5411288466334,6.29139478787201,6.78342799329362,13.4126483461689
133,-9.02364010968021,5.18344564624917,4.93906190671982,5.42971376095063,14.2070857559294
134,-11.0199312830279,5.16567579571643,4.90135693093868,5.44788188095911,16.1856070787443
135,-9.63363692190799,6.83689546400046,6.57024956523887,7.13586293427394,16.4705323859084
136,-5.48396613286356,12.7879901272282,12.4215401693985,13.1578093339513,18.2719562600918
137,-15.968691173406,0.605119371102038,0.350678083435771,0.871956559378628,16.5738105445081
138,-15.968691173406,10.088556846043,9.81922391310568,10.363869139868,26.057248019449
139,-8.34309610127359,4.77439008075408,4.51419387029894,5.03020906859521,13.1174861820277
140,-9.6679053787428,4.36220406639527,4.14748242942586,4.58713996733173,14.0301094451381
141,-7.63566123366313,7.79351716214511,7.53763517710827,8.07418197718784,15.4291783958082
142,-8.40704942781726,5.95452765998315,5.7043420310675,6.22934915996741,14.3615770878004
143,-9.55195889089372,6.51672929005961,6.26383641188472,6.78327585328159,16.0686881809533
144,-8.61305007043179,6.36066589006955,6.08428234473659,6.63172360709934,14.9737159605013
145,-9.59537138382903,3.66522717051842,3.43689956037843,3.89822353065861,13.2605985543474
146,-6.37574498746778,5.20803758930313,4.94727808445234,5.47505838751966,11.5837825767709
147,-8.11005051778525,6.96660929753986,6.72219260356172,7.22255880676083,15.0766598153251
148,-8.73740416907843,8.15897053171603,7.89223930579954,8.44004391227001,16.8963747007945
149,-9.12814464411736,7.43050175718831,7.13386333086092,7.72016935234519,16.5586464013057
150,-4.12060862195985,7.0273886052709,6.72404024555181,7.33928147207298,11.1479972272307
151,-7.51870673168326,4.51795209106827,4.2971337857624,4.74166281917523,12.0366588227515
152,-5.09104028580531,12.7991304461238,12.5247548610304,13.0831233805449,17.8901707319291
153,-6.43728230996045,10.8523520171471,10.4972633901639,11.2238525742659,17.2896343271075
154,-5.46452815237809,12.1664619261879,11.836653317615,12.5096101479474,17.630990078566
155,-9.62130196375003,12.3835650497407,12.0765602471388,12.7160710210002,22.0048670134907
156,-4.5973292727576,5.71666430462175,5.45175333451594,5.99225966144758,10.3139935773793
157,-7.88197325310214,9.4650187790169,9.23643823568823,9.69995175479506,17.346992032119
158,-8.68455636721084,10.5678313981487,10.2624678839107,10.8834794350129,19.2523877653596
159,-12.1845015394878,5.23224913551603,4.99288911782575,5.48015003012625,17.4167506750038
160,-8.55592715597948,6.99238083048012,6.74351490670219,7.25115928666322,15.5483079864596
161,-4.27876662423605,5.6471625793206,5.39327781247735,5.90994419427942,9.92592920355665
162,-9.8505939753647,12.0133804737113,11.7267096413269,12.2996244212143,21.863974449076
163,-6.13632375337304,9.91071791553508,9.61988714786612,10.22519155683,16.0470416689081
164,-9.64612593347876,3.35958109971034,3.13213215980179,3.57233026155582,13.0057070331891
165,-8.17923660731937,9.26250109593383,8.92184565854631,9.60485997936635,17.4417377032532
166,-9.74018016981486,5.02651141785656,4.78063517885609,5.27426715475954,14.7666915876714
167,-7.85018610581895,5.17724525120761,4.95701088731445,5.39658752864656,13.0274313570266
168,-15.968691173406,4.67824001101194,4.41301102890717,4.9499837490093,20.646931184418
169,-15.968691173406,4.49872144023034,4.28742063451556,4.71426053280103,20.4674126136364
170,-15.968691173406,9.51961197333979,9.2146879046043,9.83380240018552,25.4883031467458
171,-9.57510041945541,1.03373483760109,0.763014198299936,1.32284953686683,10.6088352570565
172,-5.45145144112422,-1.05319178090282,-1.28220343523999,-0.816921964486485,4.3982596602214
173,-7.56870618289535,2.06139148964467,1.83705846728719,2.30698657880587,9.63009767254002
174,-10.6804241427115,11.1241978203377,10.7456364710744,11.4823410990152,21.8046219630493
175,-9.89334514231736,4.61903291912586,4.34697543455214,4.88039688885803,14.5123780614432
176,-7.15897763289778,1.71072087220781,1.50498914371189,1.9262772640727,8.86969850510559
177,-9.52138531086483,8.30797663220088,8.0622504280151,8.56437347257986,17.8293619430657
178,-15.968691173406,5.78343605277598,5.53998822597491,6.02050431155207,21.752127226182
179,-8.42224489966002,9.02558287637438,8.77763110844455,9.27156703211325,17.4478277760344
180,-4.97869765219685,12.4825825815744,12.1437138349298,12.8075000026522,17.4612802337712
181,-6.66467832556723,8.11198346142415,7.87400138376015,8.36647064153447,14.7766617869914
182,-4.10138339055697,11.935502080713,11.5726814788408,12.3124583883628,16.03688547127
183,-6.17089752542898,10.2360896914466,10.0118368413956,10.4694566490801,16.4069872168755
184,-7.33942007858446,11.3081489342975,10.9139318129158,11.6932527785983,18.647569012882
185,-8.21378090138461,7.29161241950353,7.02386517843791,7.57012683112239,15.5053933208881
186,-6.90627093150648,11.1236098027755,10.7979260130139,11.4741031591454,18.029880734282
187,-11.3147308232485,4.79053512334999,4.51346186013901,5.05272264695867,16.1052659465985
188,-5.30220393841114,8.95414306385715,8.61599864562593,9.33763910924561,14.2563470022683
189,-10.7925414408322,10.8574434795927,10.5663496699847,11.1505487164557,21.6499849204249
190,-7.75017359591645,1.32349854176333,1.10117450456406,1.54151105113684,9.07367213767978
191,-6.35495449849081,13.0224260606092,12.5951929059044,13.491978798906,19.3773805591
192,-7.83745462370993,6.39834871142559,6.10309987300039,6.67630467063267,14.2358033351355
193,-6.08036802138969,6.2746501150928,6.03011312195687,6.52349814887396,12.3550181364825
194,-8.50189169838744,10.1027282973364,9.72121424451997,10.481612208816,18.6046199957238
195,-3.12853687265516,11.4334731983894,11.2034457706314,11.6861865344216,14.5620100710446
196,-4.89010880059483,12.008234940517,11.7267719274823,12.3099937623241,16.8983437411118
197,-15.968691173406,10.4415010108678,10.0577735532422,10.8335813067859,26.4101921842739
198,-8.60604590298822,2.57391599384641,2.35499701167311,2.77985448955648,11.1799618968346
